Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv,generator-102-1_i_mag
0.0,1.0250489548708457,-0.8111390042289237,1.3071617513006195
1.0e-6,1.0250489548708397,-0.8111390042289244,1.3071617513006153
2.7152382437780487e-6,1.0250489548708301,-0.8111390042289254,1.3071617513006084
4.957453543585644e-6,1.0250489548708177,-0.8111390042289266,1.3071617513005995
1.1819927530447647e-5,1.0250489548707804,-0.81113900422893,1.3071617513005724
2.0444869382342405e-5,1.0250489548707353,-0.8111390042289338,1.3071617513005394
3.406744097261489e-5,1.0250489548706694,-0.811139004228938,1.3071617513004903
5.498300037413757e-5,1.0250489548705781,-0.8111390042289415,1.3071617513004208
8.417840516887716e-5,1.025048954870469,-0.8111390042289406,1.3071617513003349
0.0001319341232510499,1.0250489548703265,-0.8111390042289286,1.3071617513002156
0.00019330553940436374,1.025048954870188,-0.8111390042289007,1.3071617513000895
0.0002899390060305941,1.0250489548700132,-0.811139004228848,1.3071617512999198
0.0003899390060305941,1.0250489548698276,-0.8111390042288009,1.307161751299745
0.0004899390060305941,1.0250489548696065,-0.8111390042287704,1.3071617512995528
0.0005899390060305941,1.0250489548693504,-0.8111390042287553,1.3071617512993425
0.0006899390060305942,1.0250489548690798,-0.8111390042287495,1.3071617512991267
0.0007899390060305942,1.0250489548688209,-0.8111390042287467,1.307161751298922
0.0008899390060305943,1.025048954868597,-0.8111390042287424,1.307161751298744
0.0009899390060305942,1.0250489548684223,-0.8111390042287353,1.3071617512986022
0.0010899390060305943,1.0250489548683006,-0.8111390042287258,1.307161751298501
0.0011899390060305943,1.0250489548682258,-0.8111390042287152,1.3071617512984357
0.0012899390060305944,1.0250489548681876,-0.8111390042287056,1.3071617512983997
0.0013899390060305944,1.0250489548681736,-0.8111390042286971,1.3071617512983837
0.0014899390060305944,1.0250489548681707,-0.8111390042286902,1.307161751298377
0.0015899390060305945,1.02504895486817,-0.8111390042286841,1.3071617512983729
0.0016899390060305945,1.0250489548681658,-0.8111390042286781,1.3071617512983658
0.0017899390060305946,1.0250489548681556,-0.811139004228671,1.3071617512983533
0.0018899390060305946,1.0250489548681407,-0.8111390042286623,1.3071617512983362
0.0019899390060305945,1.0250489548681228,-0.8111390042286518,1.3071617512983156
0.0020899390060305943,1.025048954868104,-0.8111390042286402,1.3071617512982938
0.002189939006030594,1.025048954868088,-0.8111390042286281,1.3071617512982736
0.002289939006030594,1.0250489548680752,-0.8111390042286161,1.307161751298256
0.0023899390060305938,1.0250489548680664,-0.8111390042286051,1.3071617512982423
0.0024899390060305936,1.0250489548680612,-0.8111390042285953,1.3071617512982323
0.0025899390060305934,1.0250489548680592,-0.8111390042285869,1.3071617512982256
0.0026899390060305933,1.0250489548680588,-0.8111390042285798,1.3071617512982208
0.002789939006030593,1.0250489548680597,-0.8111390042285733,1.3071617512982174
0.002889939006030593,1.0250489548680606,-0.8111390042285677,1.3071617512982148
0.0029899390060305927,1.025048954868062,-0.8111390042285622,1.3071617512982123
0.0030899390060305926,1.0250489548680628,-0.8111390042285568,1.3071617512982097
0.0031899390060305924,1.0250489548680641,-0.8111390042285516,1.3071617512982074
0.0032899390060305922,1.0250489548680655,-0.8111390042285461,1.307161751298205
0.003389939006030592,1.0250489548680666,-0.811139004228541,1.3071617512982028
0.003489939006030592,1.0250489548680681,-0.8111390042285361,1.307161751298201
0.0035899390060305917,1.0250489548680706,-0.8111390042285314,1.3071617512982
0.0036899390060305915,1.0250489548680728,-0.8111390042285271,1.307161751298199
0.0037899390060305914,1.0250489548680752,-0.8111390042285234,1.3071617512981986
0.003889939006030591,1.0250489548680783,-0.8111390042285199,1.307161751298199
0.0039899390060305915,1.0250489548680815,-0.8111390042285171,1.3071617512981997
0.004089939006030592,1.0250489548680848,-0.8111390042285147,1.3071617512982008
